"POVINN","TYP","JAZYK","VPLATIOD","VPLATIDO","MEMO"
NAFF004,S,CZE,"2022","9999","The course will be taught every two weeks on Wednesdays 10:50 - 12:20 AM, in the room no. 303 at Hybernská 3. We start on February 15, 2023. If you want to be enrolled to the course you have to attend the first lecture.

Introduction
Video Games and Globalization
Serious Video Game Development
Video Games and History
Video Games and Religion
Video Games and Politics
Project Presentation 
"
NAFF004,S,ENG,"2022","9999","The course will be taught every two weeks on Wednesdays 10:50 - 12:20 AM, in the room no. 303 at Hybernská 3. We start on February 15, 2023. If you want to be enrolled to the course you have to attend the first lecture.

Introduction
Video Games and Globalization
Game Design and Development
Video Games and Politics
Video Games and History
Video Games and Religion
Project Presentation 
"
NAFY024,A,CZE,"2009","9999","Krystalová struktura materiálů a vlastnosti materiálů. Kmity mříže,
tepelná kapacita. Materiály ve vnějších polích (mechanické silové pole,
elektrické a magnetické pole). Základní představy o magnetismu materiálů,
základní teoretický popis. Spontánní uspořádání magnetických a
elektrických momentů, fázové změny. Transportní vlastnosti, pásové schema
a elektrická vodivost. Kvantové vlastnosti materiálů za nízkých teplot -
supravodivost.
"
NAFY024,A,ENG,"2009","9999","Crystal structure and structural properties of materials. Lattice
vibrations, heat capacity. Materials in external fields (mechanical force
field, electric and magnetic field). Basic knowledge about magnetic
properties, basic theoretical description. Spontaneous order of magnetic
and electric moments, phase transformations. Transport properties, band
scheme and electrical conductivity. Quantum properties of materials at low
temperatures - superconductivity.
"
NAFY024,S,CZE,"2009","9999","Krystalová struktura materiálů a vlastnosti materiálů. Kmity mříže,
tepelná kapacita. Materiály ve vnějších polích (mechanické silové pole,
elektrické a magnetické pole). Základní představy o magnetismu materiálů,
základní teoretický popis. Spontánní uspořádání magnetických a
elektrických momentů, fázové změny. Transportní vlastnosti, pásové schema
a elektrická vodivost. Kvantové vlastnosti materiálů za nízkých teplot -
supravodivost.
"
NAFY024,S,ENG,"2009","9999","Crystal structure and structural properties of materials. Lattice
vibrations, heat capacity. Materials in external fields (mechanical force
field, electric and magnetic field). Basic knowledge about magnetic
properties, basic theoretical description. Spontaneous order of magnetic
and electric moments, phase transformations. Transport properties, band
scheme and electrical conductivity. Quantum properties of materials at low
temperatures - superconductivity.
"
NAFY101,A,CZE,"2019","9999","Předmět seznámí posluchače s fyzikálními principy spektroskopických a zobrazovacích metod, diagnostických a 
léčebných přístrojů a zařízení. Spektroskopie a zobrazovací techniky využívající elmag. záření (gamma, rtg, 
optické, mikrovlnné, radiofrekvenční). Akustické přístroje. Lasery a jejich využití. Základy kryotechniky, kryosondy. 
Hypertermie aj.

"
NAFY101,A,ENG,"2019","9999","The course familiarizes students with physical principles of spectroscopic and imaging techniques, diagnostic and 
therapeutic devices and equipment. Spectroscopy and imaging techniques using electromagnetic radiation 
(gamma, X-ray, optical, microwave, radiofrequency). Acoustic devices. Lasers and their applications. Basics of 
cryogenics, cryoprobes. Hyperthermia etc.


"
NAFY101,E,CZE,"2019","9999","K zápočtu je nutná účast na praktické části výuky a vypracování požadovaných referátů ze zadaných úloh. Referát se odevzdává jeden za skupinu (ve skupině 1-3 studenti)."
NAFY101,E,ENG,"2024","9999","To obtain the credit it is necessary to participate in the practical part of the teaching and to prepare the written reports from the selected tasks,  one report per group (in group 1-3 students) for each task is required.
"
NAFY101,P,CZE,"2019","9999","Zkouška je ústní, otázky se zadávají v rozsahu probírané látky, je možná krátká příprava odpovědí na místě. Studentovi mohou být mimo to položeny doplňující otázky. Zkouší zpravidla více vyučujících. 

Ke zkoušce je požadován zápočet.
"
NAFY101,P,ENG,"2024","9999","Oral exam. Three questions are given within the range of the themes presented in the lectures, a short preparation of the answers is possible. Additional questions may also be put to the student. As a rule, more teachers participate in the exam.
A credit is required for the exam.
"
NAFY101,S,CZE,"2024","9999","1.	Biologické signály a jejich sledování.
2.	Přehled zobrazovacích a tomografických metod  v biomedicíně. 
3.	Jaderná magnetická rezonance (NMR): spektroskopie NMR a tomografie MRI, funkční magnetická rezonance (fMRI).
4.	Nukleární zobrazovací systémy. Pozitronová anihilační spektroskopie, PET.
5.	Výpočetní tomografie (CT), srovnání s MRI.
6.	Biokompatibilní materiály (příprava, vlastnosti, použití).
7.	Kryotechnika, termometrie; hypertermie.
"
NAFY101,S,ENG,"2024","9999","1. Biological signals and their monitoring.
2. Overview of imaging and tomography methods in biomedicine. 
3. Nuclear Magnetic Resonance (NMR): NMR spectroscopy and MRI tomography, functional MRI (fMRI). 
4. Nuclear imaging systems. Positron annihilation spectroscopy, PET. 
5. Computed tomography (CT). 
6. Biocompatible materials (preparation, properties, applications). 
7. Cryogenics, thermometry; hyperthermia.
"
NAIL026,A,CZE,"1348","9999","Na přednášce bude vyšetřována vlastnost univerzální aproximace na různých
architekturách NS (vícevrstvý perceptron, RBF sítě, Gaussian bars) a
funkční ekvivalence NS pro genetické učení.
"
NAIL026,A,ENG,"1348","9999","The universal approximation property will be studied for different 
architectures of neural networks (multilayer perceptron, RBF networks, 
Gaussian bars). Functional equivalence and similar properties will be 
studied with consequences for genetic learning of neural networks.
"
NAIL026,C,CZE,"1348","9999","Na přednášce bude vyšetřována vlastnost univerzální aproximace na různých
architekturách NS
"
NAIL026,L,CZE,"1348","9999","Šíma, J, Neruda R: Teoretické otázky neuronových sítí, Matfyzpress, 1997."
NAIL026,S,CZE,"1348","9999","Na přednášce bude vyšetřována vlastnost univerzální aproximace na různých
architekturách NS (vícevrstvý perceptron, RBF sítě, Gaussian bars) a
funkční ekvivalence NS pro genetické učení.
"
NAIL026,S,ENG,"1348","9999","The universal approximation property will be studied for different 
architectures of neural networks (multilayer perceptron, RBF networks, 
Gaussian bars). Functional equivalence and similar properties will be 
studied with consequences for genetic learning of neural networks.
"
NAIL062,A,CZE,"2003","9999","Výroková logika, normální tvary formulí, predikátová logika, věty o úplnosti výrokové a  predikátové logiky, prenexní tvary formulí, modely teorií 1. řádu. Meze formální metody, Gödelovy věty.
"
NAIL062,A,ENG,"2003","9999","Propositional logic, normal forms of propositional formulas, 
predicate logic of first order,
prenex forms of formulas, completness theorems for 
propositional and predicate logic,
models of first-order theories. The limits of formal 
method, Goedel's theorems
"
NAIL062,C,CZE,"2003","9999","Naučit základy výrokové a predikátové logiky
"
NAIL062,C,ENG,"2017","9999","To present elements of propositional and predicate logic."
NAIL062,E,CZE,"2022","9999","Formou kontroly studia předmětu je zápočet a zkouška. Získání zápočtu je nutnou podmínkou pro absolvování zkoušky s výjimkou předtermínů. Zápočet udělují vyučující na jednotlivých cvičeních na základě bodového hodnocení zápočtových testů, případných domácích úloh, aktivity apod. Povaha kontroly na zápočet vylučuje možnost jejího opakování."
NAIL062,E,ENG,"2022","9999","The form of study verification is a credit and an exam. Obtaining credit first is a necessary condition for taking an exam, with the exception of early exam terms. The credit is granted by teachers leading the tutorials based on evaluation of tests during the semester, possibly homework assignments, in-class activities, etc. The nature of study verification for the credit excludes the possibility of its repetition.
"
NAIL062,L,CZE,"2019","9999","* A. Nerode, R. A. Shore, Logic for Applications, Springer, 2. vydání, 1997.
* P. Pudlák, Logical Foundations of Mathematics and Computational Complexity - A Gentle Introduction, Springer, 2013.
* V. Švejdar, Logika, neúplnost, složitost a nutnost, Academia, Praha, 2002.
* A. Sochor, Klasická matematická logika, Univerzita Karlova v Praze - Karolinum, 2001.
* W. Hodges, Shorter Model Theory, Cambridge University Press, 1997.
* W. Rautenberg, A concise introduction to mathematical logic, Springer, 2009.

* J. Mlček, Výroková a predikátová logika, el. skripta, 2012.
* P. Štěpánek, Meze formální metody, el. skripta, 2000."
NAIL062,L,ENG,"2019","9999","* A. Nerode, R. A. Shore, Logic for Applications, Springer, 2. vydání, 1997.
* P. Pudlák, Logical Foundations of Mathematics and Computational Complexity - A Gentle Introduction, Springer, 2013.
* V. Švejdar, Logic: Incompleteness, Complexity, and Necessity, Academia, Praha, 2002.
* W. Hodges, Shorter Model Theory, Cambridge University Press, 1997.
* W. Rautenberg, A concise introduction to mathematical logic, Springer, 2009.

Literature in Czech only:
* A. Sochor, Klasická matematická logika, Univerzita Karlova v Praze - Karolinum, 2001.
* J. Mlček, Výroková a predikátová logika, el. skripta, 2012.
* P. Štěpánek, Meze formální metody, el. skripta, 2000."
NAIL062,P,CZE,"2022","9999","Zkouška je ústní s písemnou přípravou. Požadavky u zkoušky odpovídají sylabu předmětu v rozsahu, který byl pokryt na přednášce."
NAIL062,P,ENG,"2022","9999","The exam is oral with written preparation. Requirements for the exam correspond to the syllabus of the course in the extent that has been covered in the lecture.
"
NAIL062,S,CZE,"2017","9999","Výroková logika: základní syntax a sémantika, normální tvary formulí, problém splnitelnosti. Tablo metoda a rezoluce ve výrokové logice. Věta o úplnosti výrokové logiky.

Predikátová logika: základní syntax a sémantika, prenexní tvary formulí, vlastnosti a modely teorií 1. řádu. Tablo metoda a rezoluce v predikátové logice. Skolemova věta, Herbrandova věta. Věta o úplnosti predikátové logiky, kompaktnost.

Kompletnost a její kritéria, rozhodnutelnost. Meze formální metody, Gödelovy věty. 
"
NAIL062,S,ENG,"2017","9999","Propositional logic: elementary syntax and semantics, normal forms of propositional formulas, problem of satisfiability. Tableau method and resolution in propositional logic. Completeness theorem for propositional logic.

Predicate (first-order) logic: elementary syntax and semantics, prenex normal form of formulas, properties and models of first-order theories. Tableau method and resolution for predicate logic. Skolem's theorem, Herbrand's theorem. Completeness theorem for predicate logic, compactness.

Criteria for completeness, decidability. Limits of formal methods, Goedel's theorems. 
"
NAIL120,A,CZE,"2018","9999","Úvodní kurz pokrývající základní koncepty a metody umělé inteligence. Předpokládány jsou znalosti logiky a 
pravděpodobnosti na bakalářské úrovni.
"
NAIL120,A,ENG,"2018","9999","An introductory course covering basic concepts and methods of artificial intelligence. The course assumes 
knowledge of logic and probability theory at the undergraduate level.
"
NAIL120,C,CZE,"2018","9999","Cílem předmětu je poskytnout studentům přehled základních metod a konceptů umělé inteligence a ukázat studentům, jak se představené techniky prakticky používají.
"
NAIL120,C,ENG,"2018","9999","The aim of the course is to give students an overview of fundamental methods and concepts of artificial intelligence and to make students familiar with practical usage of them.

"
NAIL120,E,CZE,"2019","9999","Podmínkou pro zakončení předmětu je získání zápočtu a složení zkoušky. Zápočet je udělen za vypracování úkolů na cvičení. Povaha kontroly získání zápočtu vylučuje možnost jejího opakování. Zkouška je ústní s časem na písemnou přípravu; ve výjimečných případech může být zkouška distanční. Požadavky odpovídají sylabu předmětu v rozsahu, který byl přednesen na přednášce. Součástí zkoušky může být i návrh algoritmu aplikovaného na konkrétní problém.

"
NAIL120,E,ENG,"2019","9999","In order to pass the course, the student must obtain the credit for the seminar and pass an exam. The credit is given for solving assignments from the seminar. The nature of study verification excludes the possibility of its repetition. The exam is oral with time for written preparation. In exceptional cases, the exam can be on-line. The requirements correspond to the syllabus in the extent presented during the lectures. A part of the exam may be the design of an algorithm for a given problem.
"
NAIL120,L,CZE,"2022","9999","- S. Russell, P. Norvig: Artificial Intelligence; A Modern Approach, 2010
- V. Mařík, O. Štepánková, J. Lažanský a kol.: Umělá Inteligence, 1-6. Academia, Praha
"
NAIL120,L,ENG,"2022","9999","- S. Russell, P. Norvig: Artificial Intelligence; A Modern Approach, 2010
"
NAIL120,P,CZE,"2019","9999","Zkouška je ústní s časem na písemnou přípravu. Požadavky odpovídají sylabu předmětu v rozsahu, který byl přednesen na přednášce. Součástí zkoušky může být i návrh algoritmu aplikovaného na konkrétní problém."
NAIL120,P,ENG,"2019","9999","The exam is oral with time for written preparation. The requirements correspond to the syllabus in the extent presented during the lectures. A part of the exam may be the design of an algorithm for a given problem."
NAIL120,S,CZE,"2022","9999","- 1. Zavedení pojmů, historie
- 2. Řešení úloh prohledáváním (A* a spol.)
- 3. Splňování podmínek
- 4. Logické uvažování (dopředné a zpětné řetězení, rezoluce, SAT)
- 5. Pravděpodobnostní uvažování (Bayesovské sítě)
- 6. Reprezentace znalostí (situační kalkulus, Markovské modely)
- 7. Automatické plánování
- 8. Markovské rozhodovací procesy
- 9. Hry a teorie her
- 10. Strojové učení (rozhodovací stromy, regrese, zpětnovazební učení)
- 11. Filozofické a etické aspekty
"
NAIL120,S,ENG,"2022","9999","- 1. Basic terminology, history, background 
- 2. Problem solving via search (A* and others)
- 3. Constraint satisfaction
- 4. Logical reasoning (forward and backward chaining, resolution, SAT)
- 5. Probabilistic reasoning (Bayesian networks)
- 6. Knowledge representation (situation calculus, Markovian models)
- 7. Automated planning
- 8. Markov decision processes
- 9. Games and theory of games
- 10. Machine learning (decision trees, regression, reinforcement learning)
- 11. Philosophical and ethical aspects
"
NAIX062,A,CZE,"2019","9999","Výroková logika, normální tvary formulí, predikátová logika, věty o úplnosti výrokové a  predikátové logiky, prenexní tvary formulí, modely teorií 1. řádu. Meze formální metody, Gödelovy věty.
"
NAIX062,A,ENG,"2019","9999","Propositional logic, normal forms of propositional formulas, 
predicate logic of first order,
prenex forms of formulas, completness theorems for 
propositional and predicate logic,
models of first-order theories. The limits of formal 
method, Goedel's theorems
"
NAIX062,C,CZE,"2019","9999","Naučit základy výrokové a predikátové logiky
"
NAIX062,C,ENG,"2019","9999","To present elements of propositional and predicate logic."
NAIX062,E,CZE,"2019","9999","Formou kontroly studia předmětu je zápočet a zkouška. Získání zápočtu je nutnou podmínkou pro absolvování zkoušky s výjimkou předtermínů. Zápočet udělují vyučující na jednotlivých cvičeních na základě bodového hodnocení průběžných testů, případných domácích úloh, aktivity apod. Povaha kontroly na zápočet vylučuje možnost jejího opakování."
NAIX062,E,ENG,"2019","9999","The form of study verification is a credit and an exam. Obtaining credit first is a necessary condition for taking an exam, with the exception of early exam terms. The credit is granted by teachers leading the tutorials based on point evaluation of tests during the semester, possible homeworks, activity etc. The nature of study verification for the credit excludes the possibility of its repetition.
"
NAIX062,P,CZE,"2019","9999","Zkouška se skládá z písemné a ústní části. Písemná část předchází části ústní, její nesplnění znamená, že celá zkouška je hodnocena známkou nevyhověl(a) a ústní částí se již nepokračuje. Nesložení ústní části znamená, že při příštím termínu je nutno opakovat obě části zkoušky, písemnou i ústní. Výsledná známka ze zkoušky se stanoví na základě hodnocení písemné i ústní části. 

Písemná část se skládá ze tří příkladů. Vzory písemné části z minulých let jsou k dispozici na stránce k přednášce.

Požadavky u ústní části zkoušky odpovídají sylabu předmětu v rozsahu, který byl prezentován na přednášce."
NAIX062,P,ENG,"2019","9999","The exam consists of written and oral parts. The written part precedes the oral part. If the written part is evaluated as unsatisfactory, the exam ends as unsatisfactory without taking the oral part. If the oral part is evaluated as unsatisfactory, the student has to repeat both written and oral parts on the next exam term. Final exam grade is based on evaluation of both written and oral parts.

The written part consist of three problem sets. Examples of the written part from previous years are available on the course webpage.

Demands at oral part correspond to the syllabus of the course in the extend that has been presented on lectures."
NAIX062,S,CZE,"2019","9999","Výroková logika: základní syntax a sémantika, normální tvary formulí, problém splnitelnosti. Tablo metoda a rezoluce ve výrokové logice. Věta o úplnosti výrokové logiky.

Predikátová logika: základní syntax a sémantika, prenexní tvary formulí, vlastnosti a modely teorií 1. řádu. Tablo metoda a rezoluce v predikátové logice. Skolemova věta, Herbrandova věta. Věta o úplnosti predikátové logiky, kompaktnost.

Kompletnost a její kritéria, rozhodnutelnost. Meze formální metody, Gödelovy věty. 
"
NAIX062,S,ENG,"2019","9999","Propositional logic: elementary syntax and semantics, normal forms of propositional formulas, problem of satisfiability. Tableau method and resolution in propositional logic. Completeness theorem for propositional logic.

Predicate (first-order) logic: elementary syntax and semantics, prenex normal form of formulas, properties and models of first-order theories. Tableau method and resolution for predicate logic. Skolem's theorem, Herbrand's theorem. Completeness theorem for predicate logic, compactness.

Criteria for completeness, decidability. Limits of formal methods, Goedel's theorems. 
"
NALG117,A,CZE,"2007","9999","Problém splnitelnosti omezení (the Constraint Satisfaction Problem, CSP) poskytuje společný rámec pro studium mnoha 
kombinatorických problémů v umělé inteligenci a informatice. V mnoha případech existují efektivní algoritmy pro řešení 
tohoto problému, v jiných (například 3SAT) lze ukázat jeho NP-úplnost. Takzvaná dichotomická hypotéza říká, že každý 
CSP je buď polynomiálně řešitelný, nebo NP-úplný. V přednášce se zaměříme na matematické aspekty CSP, zejména na 
algebraický přístup k řešení dichotomické hypotézy.
"
NALG117,A,ENG,"2007","9999","The constraint satisfaction problem (CSP) provides a framework in which it is possible to express, in a natural way, many 
combinatorial problems encountered in artificial intelligence and computer science. In many cases effective algorithms exist 
to solve such a problem, and in others (such as 3SAT) we can show it to be NP-complete. It is conjectured that every CSP 
is either in P or NP-complete, which is the so called dichotomy conjecture. In the course, we will study the mathematics of 
CSP and focus on algebraic methods.

"
NALG117,L,CZE,"2007","9999","[1] A. Bulatov, A. Krokhin, P. Jeavons: Constraint satisfaction problems and finite algebras. In: Proc. 27th International Colloquium on Automata, Languages and Programming, ICALP'00. Volume 1853 of LNCS, Springer-Verlag (2000) 272-282.

[2] V. Dalmau: Generalized majority-minority operations are tractable. In Proceedings 20th IEEE Symposium on Logic in Computer Science, (LICS 2005),438-447.

[3] T. Feder, M.Y. Vardi: The computational structure of monotone monadic SNP and constraint satisfaction: a study through Datalog and group theory. SIAM J. Computing, 28 (1), 1998, 57-104.

[4] B. Larose, L. Zádori: Bounded width problems and algebras. Algebra Universalis 56 (3-4), 2007, 439-466.

[5] T. J. Schaefer: The complexity of satisfiability problems, in Proc. 10th ACM Symp. on Theory of Computing, ACM, New York, 1978, 216-226.
"
NALG117,L,ENG,"2007","9999","[1] A. Bulatov, A. Krokhin, P. Jeavons: Constraint satisfaction problems and finite algebras. In: Proc. 27th International Colloquium on Automata, Languages and Programming, ICALP'00. Volume 1853 of LNCS, Springer-Verlag (2000) 272-282.

[2] V. Dalmau: Generalized majority-minority operations are tractable. In Proceedings 20th IEEE Symposium on Logic in Computer Science, (LICS 2005),438-447.

[3] T. Feder, M.Y. Vardi: The computational structure of monotone monadic SNP and constraint satisfaction: a study through Datalog and group theory. SIAM J. Computing, 28 (1), 1998, 57-104.

[4] B. Larose, L. Zádori: Bounded width problems and algebras. Algebra Universalis 56 (3-4), 2007, 439-466.

[5] T. J. Schaefer: The complexity of satisfiability problems, in Proc. 10th ACM Symp. on Theory of Computing, ACM, New York, 1978, 216-226.


"
NALG117,S,CZE,"2007","9999","1. Definice CSP, ekvivalentní přístupy, základní pojmy a vlastnosti
2. Polymorfismy, algebraické redukce
3. Problémy konečné šířky
4. Schaeferova věta o dichotomii pro booleovská CSP
5. Malcevská CSP

"
NALG117,S,ENG,"2007","9999","1. Definition of CSP, its equivalent forms, basic notions and properties
2. Polymorphisms, algebraic reductions
3. Bounded width problems
4. Schaefer's dichotomy theorem for boolean CSPs
5. Maltsev CSPs

"
NALG119,A,CZE,"2007","9999","Přednáška se zabývá vybranými tématy problému splnitelnosti omezení (the Constraint Satisfaction Problem, CSP). 
"
NALG119,A,ENG,"2007","9999","Many real-life and combinatorial problems can be naturally expressed as aconstraint satisfaction problem (CSP), making it a 
universal, easy to understand declarative programming language. In many cases effective algorithms exist to solve such a 
problem, and in others (such as 3SAT) we can show it to beNP-complete. It is conjectured that every CSP is either in P or 
NP-complete,which is the so called dichotomy conjecture. In the course, we will study themathematics of CSP and focus on 
graph-theoretic and algebraic methods throughreading a series of research papers.
"
NALG119,L,CZE,"2007","9999","[1] J. Berman, P. Idziak, P. Markovic, R. McKenzie, M. Valeriote and R. Willard, Varieties with few subalgebras of powers, preprint.

[2] B. A. Davey, L. Heindorf and R. McKenzie, Near unanimity: an obstacle to general duality theory, Algebra Universalis 33 (1995), no. 3, 428-439.

[3] P. Idziak, P. Markovic, R. McKenzie, M. Valeriote and R. Willard, Tractability and learnability arising from algebras with few subpowers, to appear in Proceedings of the 22nd Annual IEEE Symposium on Logic in Computer Science (LICS'07), July 10-14, Wroclaw, Poland.

[4] E. Kiss and M. Valeriote, On tractability and congruence distributivity (extended abstract), in Proceedings of the 21st Annual IEEE Symposium on Logic in Computer Science (LICS'06), IEEE, 221-230.

[5] M. Maroti, The existence of a near-unanimity term in a finite algebra is decidable, preprint.

[6] M. Maroti and R. McKenzie, Existence theorems for weakly symmetric operations, preprint.

[7] M. Nickodemus, An extension of Pontryagin duality, preprint.
"
NALG119,L,ENG,"2007","9999","[1] J. Berman, P. Idziak, P. Markovic, R. McKenzie, M. Valeriote and R. Willard, Varieties with few subalgebras of powers, preprint.

[2] B. A. Davey, L. Heindorf and R. McKenzie, Near unanimity: an obstacle to general duality theory, Algebra Universalis 33 (1995), no. 3, 428-439.

[3] P. Idziak, P. Markovic, R. McKenzie, M. Valeriote and R. Willard, Tractability and learnability arising from algebras with few subpowers, to appear in Proceedings of the 22nd Annual IEEE Symposium on Logic in Computer Science (LICS'07), July 10-14, Wroclaw, Poland.

[4] E. Kiss and M. Valeriote, On tractability and congruence distributivity (extended abstract), in Proceedings of the 21st Annual IEEE Symposium on Logic in Computer Science (LICS'06), IEEE, 221-230.

[5] M. Maroti, The existence of a near-unanimity term in a finite algebra is decidable, preprint.

[6] M. Maroti and R. McKenzie, Existence theorems for weakly symmetric operations, preprint.

[7] M. Nickodemus, An extension of Pontryagin duality, preprint.
"
NALG119,S,CZE,"2007","9999","This course is intended as a continuation of the course which will betaught by Miklos Maroti in Fall 2007. The following new results willbe presented: 
- the new, improved characterization of finitely generated varietiesomitting type 1 (i. e. those for which the Dichotomy Conjecture saysthe CSP should be tractable), proved by Maroti and McKenzie in [6], 
- the proof of bounded width for the finite idempotent algebras invarieties with Jonsson width 3 by Kiss and Valeriote [4], and
- the proof that the finite idempotent algebras with few subpowers are tractable [1] [3].
"
NALG119,S,ENG,"2007","9999","This course is intended as a continuation of the course which will betaught by Miklos Maroti in Fall 2007. The following new results willbe presented: 
- the new, improved characterization of finitely generated varietiesomitting type 1 (i. e. those for which the Dichotomy Conjecture saysthe CSP should be tractable), proved by Maroti and McKenzie in [6], 
- the proof of bounded width for the finite idempotent algebras invarieties with Jonsson width 3 by Kiss and Valeriote [4], and
- the proof that the finite idempotent algebras with few subpowers are tractable [1] [3].

"
NALG120,A,CZE,"2007","9999","Symbolický prostor a prostor symbolických měr, posuny a jejich topologická entropie, variační princip, markovské posuny, 
sofické posuny, okénkové kódy, automatické kódy, dynamické systémy a jejich symbolické reprezentace, substituční 
posuny, Sturmovské posuny, celulární automaty. 
"
NALG120,A,ENG,"2007","9999","Symbolic space and the space of symbolic measures, subshifts and their topological entropy, variational principle, Markov 
subshifts, sofic subshifts, window codes, automatic codes, dynamical systems and their symbolic representations, 
substitutional subshifts, Sturmian subshifts, cellular automata. 
"
NALG120,L,CZE,"2007","9999","P. Kůrka, Chaotická dynamika, skriptum MFF 1993 
"
NALG120,S,CZE,"2007","9999","Symbolický prostor a prostor symbolických měr, posuny a jejich topologická entropie, variační princip, markovské posuny, sofické posuny, okénkové kódy, automatické kódy, dynamické systémy a jejich symbolické reprezentace, substituční posuny, Sturmovské posuny, celulární automaty. 

"
NALG120,S,ENG,"2007","9999","Symbolic space and the space of symbolic measures, subshifts and their topological entropy, variational principle, Markov subshifts, sofic subshifts, window codes, automatic codes, dynamical systems and their symbolic representations, substitutional subshifts, Sturmian subshifts, cellular automata. 

"
NALG128,A,CZE,"2009","9999","Přednáška probírá souvislosti mezi matematickou logikou a teorií výpočetní složitosti.
"
NALG128,A,ENG,"2009","9999","The course maps connections between mathematical logic and computational complexity theory.
"
NALG128,L,CZE,"2009","9999","J.Krajíček, Bounded arithmetic, propositional logic, and complexity theory, Cambridge University Press, (1995).
"
NALG128,L,ENG,"2009","9999","J.Krajíček, Bounded arithmetic, propositional logic, and complexity theory, Cambridge University Press, (1995).

"
NALG128,S,CZE,"2009","9999","Základní pojmy výpočetní složitosti. Definovatelnost predikátu v logice prvního řádu a jejich složitost.Základy teorie konečných modelů. Splnitelné výrokové formule a tautologie. Důkazové systémy pro výrokovou logiku.

"
NALG128,S,ENG,"2009","9999","Basic concepts of computational complexity theory. Definability of predicates in first-order logic, and their complexity. Elements of finite model theory. Satisfiable propositional formulas and tautologies. Propositional proof systems.

"
