"KOD","USTAV","FAKULTA","PRIJMENI","JMENO","TITULPRED","TITULZA"
"11291","32-KAM","11320",Hladík,Milan,prof. Mgr.,Ph.D.
"11293","32-KA","11320",Barto,Libor,prof. Mgr.,Ph.D.
"11300","32-FUUK","11320",Veis,Martin,RNDr.,Ph.D.
"11302","32-KTIML","11320",Kučera,Petr,RNDr.,Ph.D.
"11303","32-FUUK","11320",Lipavský,Pavel,prof.,CSc.
"11306","32-IUUK","11320",Pangrác,Ondřej,RNDr.,Ph.D.
"11467","32-MUUK","11320",Souček,Vladimír,prof. RNDr.,DrSc.
"11469","32-MUUK","11320",Somberg,Petr,doc. RNDr.,Ph.D.
"11471","32-KFPP","11320",Sobotík,Pavel,doc. RNDr.,CSc.
"11476","32-KFNT","11320",Skrbek,Ladislav,prof. RNDr.,DrSc.
"11910","32-KA","11320",Marković,Petar,,
"13439","32-KFM","11320",Mathis,Kristián,prof. RNDr.,"Ph.D., DrSc."
"11337","32-KFKL","11320",Kužel,Radomír,prof. RNDr.,CSc.
"12969","32-KFM","11320",Trojanová,Zuzanka,prof. RNDr.,DrSc.
"11347","32-KMF","11320",Biederman,Hynek,prof. RNDr.,DrSc.
"11354","32-IUUK","11320",Sgall,Jiří,prof. RNDr.,DrSc.
"11412","32-KJP","11320",Vachalovská,Lenka,PhDr.,CSc.
"11420","32-KA","11320",Tůma,Jiří,doc. RNDr.,DrSc.
"11422","32-MUUK","11320",Trnková,Věra,prof. RNDr.,DrSc.
"11239","32-KTV","11320",Jaroš,Tomáš,Mgr.,
"11426","32-KMF","11320",Toušková,Jana,doc. RNDr.,CSc.
"12674","32-KMF","11320",Toušek,Jiří,doc. RNDr.,CSc.
"11438","32-KFNT","11320",Štěpánková,Helena,prof. RNDr.,CSc.
"11447","32-KFM","11320",Šíma,Vladimír,prof. RNDr.,CSc.
"11310","32-UFAL","11320",Lopatková,Markéta,doc. RNDr.,Ph.D.
"12755","32-KTIML","11320",Vomlelová,Marta,Mgr.,Ph.D.
"11319","32-STUD","11320",Čapková,Pavla,prof. RNDr.,DrSc.
"11320","32-KFPP","11320",Přech,Lubomír,doc. RNDr.,Dr.
"11324","32-KSVI","11320",Holan,Tomáš,RNDr.,Ph.D.
"11327","32-UCJF","11320",Cejnar,Pavel,prof. RNDr.,"Dr., DSc."
"11328","32-KTIML","11320",Mrázová,Iveta,doc. RNDr.,CSc.
"11329","32-KSVI","11320",Töpfer,Pavel,doc. RNDr.,CSc.
"11757","32-KFNT","11320",Rotter,Miloš,doc. RNDr.,CSc.
"11804","32-KSVI","11320",Pelikán,Josef,RNDr.,
"11815","32-AUUK","11320",Palouš,Jan,prof. RNDr.,DrSc.
"11822","32-KTIML","11320",Obdržálek,David,RNDr.,Ph.D.
"12531","32-UFAL","11320",Straňák,Pavel,Mgr. Bc.,Ph.D.
"11618","32-KSI","11320",Bednárek,David,RNDr.,Ph.D.
"11622","32-KTIML","11320",Barták,Roman,prof. RNDr.,Ph.D.
"11626","32-KPMS","11320",Antoch,Jaromír,prof. RNDr.,CSc.
"13860","32-KSVI","11320",Gemrot,Jakub,Mgr.,Ph.D.
"12939","32-KMF","11320",Shukurov,Andrey,prof. Ing.,Ph.D.
"11152","32-KTV","11320",Vaníčková,Zuzana,Mgr.,
"11827","32-KNM","11320",Strakoš,Zdeněk,prof. Ing.,DrSc.
"12694","32-SISAL","11320",Forst,Libor,RNDr.,
"11765","32-KDM","11320",Robová,Jarmila,doc. RNDr.,CSc.
"11769","32-MUUK","11320",Rataj,Jan,prof. RNDr.,CSc.
"11779","32-KMF","11320",Prokeš,Jan,RNDr.,CSc.
"11635","32-KFKL","11320",Carva,Karel,doc. RNDr.,Ph.D.
"11793","32-KFPP","11320",Plašil,Radek,doc. RNDr.,Ph.D.
"13014","32-KAM","11320",Kolman,Petr,doc. Mgr.,Ph.D.
"12324","32-MUUK","11320",Šír,Zbyněk,doc. RNDr.,Ph.D.
"11222","32-KPMS","11320",Jurečková,Jana,prof. RNDr.,DrSc.
"11224","32-KTIML","11320",Koubek,Václav,prof. RNDr.,DrSc.
"11486","32-AUUK","11320",Wolf,Marek,doc. RNDr.,CSc.
"12945","32-KFPP","11320",Ošťádal,Ivan,prof. RNDr.,CSc.
"12511","32-UCJF","11320",Kampf,Karol,prof. RNDr.,Ph.D.
"12226","32-KPMS","11320",Klebanov,Lev,prof.,DrSc.
"11547","32-SISAL","11320",Jákl,Vojtěch,RNDr.,
"11550","32-KDF","11320",Chvál,Martin,doc. PhDr.,Ph.D.
"12731","32-KDM","11320",Rmoutil,Martin,RNDr.,Ph.D.
"11581","32-UFAL","11320",Vidová Hladká,Barbora,doc. Mgr.,Ph.D.
"11597","32-UFAL","11320",Hana,Jiří,RNDr.,Ph.D.
"12986","32-KSVI","11320",Brom,Cyril,doc. Mgr.,Ph.D.
"11862","32-UTF","11320",Čížek,Martin,doc. RNDr.,Ph.D.
"12704","32-KFNT","11320",Čížek,Jakub,prof. Mgr.,Ph.D.
"12706","32-KFM","11320",Cieslar,Miroslav,doc. RNDr.,CSc.
"11105","32-IUUK","11320",Jelínek,Vít,doc. RNDr.,Ph.D.
"11115","32-KAM","11320",Krylová,Naděžda,RNDr.,CSc.
"10850","32-KFKL","11320",Holý,Václav,prof. RNDr.,CSc.
"12988","32-KFKL","11320",Daniš,Stanislav,doc. RNDr.,Ph.D.
"10853","32-KJP","11320",Kashdan,Jay Michael,,BA
"10854","32-KDSS","11320",Hnětynka,Petr,doc. RNDr.,Ph.D.
"10863","32-KFKL","11320",Prchal,Jiří,doc. RNDr.,Ph.D.
"10864","32-KFKL","11320",Dopita,Milan,RNDr.,Ph.D.
"12087","32-KDSS","11320",Bulej,Lubomír,doc. Ing.,Ph.D.
"12088","32-KDSS","11320",Bureš,Tomáš,prof. RNDr.,Ph.D.
"12090","32-KMA","11320",Honzík,Petr,doc. Mgr.,Ph.D.
"12406","32-KAM","11320",Mareš,Martin,Mgr.,Ph.D.
"12410","32-KDF","11320",Mandíková,Dana,RNDr.,CSc.
"12418","32-KTIML","11320",Majerech,Vladan,Mgr.,Dr.
"11599","32-KFA","11320",Halenka,Tomáš,doc. RNDr.,CSc.
"11601","32-UFAL","11320",Hajičová,Eva,prof. PhDr.,DrSc.
"11606","32-KTIML","11320",Gregor,Petr,doc. Mgr.,Ph.D.
"11610","32-KSI","11320",Bezstarosti,Pavel,Mgr.,
"10938","32-KSI","11320",Nečaský,Martin,doc. Mgr.,Ph.D.
"12997","32-KDSS","11320",Parízek,Pavel,doc. RNDr.,Ph.D.
"10725","32-KFKL","11320",Javorský,Pavel,prof. Mgr.,Dr.
"10728","32-KDM","11320",Hromadová,Jana,RNDr.,Ph.D.
"10731","32-KCHFO","11320",Zamastil,Jaroslav,doc. Mgr.,Ph.D.
"10732","32-KDSS","11320",Ježek,Pavel,Mgr.,Ph.D.
"10734","32-IUUK","11320",Šámal,Robert,doc. Mgr.,Ph.D.
"11614","32-KPMS","11320",Beneš,Viktor,prof. RNDr.,DrSc.
"11845","32-KSVI","11320",Dvořák,Tomáš,doc. RNDr.,CSc.
"11846","32-KDF","11320",Dvořák,Leoš,doc. RNDr.,CSc.
"11358","32-IUUK","11320",Nešetřil,Jaroslav,prof. RNDr.,DrSc.
"18696","32-KDSS","11320",Petříček,Tomáš,Mgr.,Ph.D.
"23675","32-KJP","11320",Ferner,Dennis,,BA
"19864","32-UFAL","11320",Novák,Michal,Mgr.,Ph.D.
"22187","32-UFAL","11320",Musil,Tomáš,Mgr.,
"24934","32-KFNT","11320",Šoltésová,Mária,RNDr.,Ph.D.
"24426","32-KSVI","11320",Šejnoha,Jiří,Mgr.,
"70717","32-KDF","11320",Straková,Jana,doc. RNDr.,Ph.D.
"25262","32-KFNT","11320",Hruška,Petr,RNDr.,Ph.D.
"22167","32-KTIML","11320",Ivanová,Marika,Mgr.,Ph.D.
"23005","32-UFAL","11320",Hajič,Jan,Mgr.,Ph.D.
"82075","32-KDF","11320",Blaho Vitošková,Veronika,PhDr.,Ph.D.
"27386","32-UFAL","11320",Dušek,Ondřej,Mgr. et Mgr.,Ph.D.
"33844","32-KSVI","11320",Hannemann,Tereza,Mgr.,Ph.D.
"20678","32-KFNT","11320",Matoušek,Jan,Mgr.,Ph.D.
"11459","32-FUUK","11320",Strunecká,Anna,prof. RNDr.,DrSc.
"30014","32-KSI","11320",Peška,Ladislav,Mgr.,Ph.D.
"32286","32-IUUK","11320",Koutecký,Martin,Mgr.,Ph.D.
"32288","32-KDF","11320",Hruška,Viktor,Mgr. BcA.,
"12836","32-KFM","11320",Dobroň,Patrik,doc. Ing.,Ph.D.
"22464","32-IUUK","11320",Goodall,Andrew,,D.Phil.
"24712","32-KSI","11320",Svoboda,Martin,RNDr.,Ph.D.
"13461","32-KSI","11320",Lokoč,Jakub,doc. RNDr.,Ph.D.
"11103","32-KTIML","11320",Fink,Jiří,RNDr.,Ph.D.
"20791","32-KDM","11320",Škorpilová,Martina,RNDr.,Ph.D.
"11098","32-KAM","11320",Tancer,Martin,prof. RNDr.,Ph.D.
"23828","32-IUUK","11320",Veselý,Pavel,Mgr.,Ph.D.
"28547","32-KPMS","11320",Večeř,Jan,doc. RNDr.,Ph.D.
"17077","32-KSI","11320",Galgonek,Jakub,RNDr.,Ph.D.
"10954","32-KMA","11320",Vlasák,Václav,RNDr.,Ph.D.
"16543","32-KMA","11320",Vejnar,Benjamin,doc. Mgr.,Ph.D.
"17393","32-KFNT","11320",Římal,Václav,Mgr.,Ph.D.
"16634","32-KSVI","11320",Šisler,Vít,doc. Mgr.,Ph.D.
"12178","32-KPMS","11320",Pawlas,Zbyněk,doc. RNDr.,Ph.D.
"13027","32-KSI","11320",Zavoral,Filip,RNDr.,Ph.D.
"11345","32-KPMS","11320",Lachout,Petr,doc. RNDr.,CSc.
"11441","32-FUUK","11320",Štěpánek,Josef,prof. RNDr.,CSc.
"13359","32-KFA","11320",Huszár,Peter,doc. Mgr.,Ph.D.
"12720","32-MUUK","11320",Šmíd,Dalibor,Mgr.,Ph.D.
"12740","32-KNM","11320",Vlasák,Miloslav,RNDr.,Ph.D.
"12837","32-KFKL","11320",Horák,Lukáš,Mgr.,Ph.D.
"19441","32-KSI","11320",Klímek,Jakub,doc. RNDr.,Ph.D.
"43653","32-KSI","11320",Sixtová,Ivana,Mgr.,
"40505","32-KSVI","11320",Kolek,Lukáš,Mgr.,Ph.D.
"44027","32-KAM","11320",Garajová,Elif,Mgr.,Ph.D.
"47182","32-KNM","11320",Balázsová,Monika,RNDr.,Ph.D.
"48144","32-KJP","11320",Good,Christopher Donald,,BA
"80619","32-KAM","11320",Sychrovský,David,Mgr.,
"59276","32-KTIML","11320",Švancara,Jiří,RNDr.,Ph.D.
"59412","32-KJP","11320",Simpson,Ryan,,BA
"60792","32-IUUK","11320",Hubáček,Pavel,Mgr.,Ph.D.
"11841","32-KFNT","11320",Englich,Jiří,prof. RNDr.,DrSc.
"12390","32-KJP","11320",Bubeníková,Miluša,PhDr.,Ph.D.
"24130","32-KPMS","11320",Kozmík,Václav,RNDr.,Ph.D.
"60790","32-KNM","11320",Outrata,Michal,Mgr.,Ph.D.
"12164","32-KAM","11320",Fiala,Jiří,doc. RNDr.,Ph.D.
"10885","32-KSI","11320",Skopal,Tomáš,prof. RNDr.,Ph.D.
"62774","32-KSI","11320",Faltín,Tomáš,Mgr.,Ph.D.
"12672","32-KDSS","11320",Tůma,Petr,prof. Ing.,Dr.
"61653","32-KSVI","11320",Schier,Jan,Ing.,Dr.
"27504","32-UFAL","11320",Rosa,Rudolf,Mgr.,Ph.D.
"65539","32-UFAL","11320",Macháček,Dominik,Mgr.,Ph.D.
"62433","32-KSVI","11320",Šikudová,Elena,doc. RNDr.,Ph.D.
"65502","32-KSI","11320",Stenchlák,Štěpán,Mgr.,
"66889","32-KSI","11320",Bártík,Jáchym,Mgr.,
"66661","32-IUUK","11320",Domes,Tomáš,Mgr.,
"53799","32-KAM","11320",Feldmann,Andreas Emil,doc.,Dr.
"44350","32-KSVI","11320",Kotera,Jan,RNDr.,Ph.D.
"65461","32-KDSS","11320",Töpfer,Michal,RNDr.,
"70151","32-KTV","11320",Pospíšilová,Jana,Mgr.,
"75877","32-KTIML","11320",Macková,Kateřina,RNDr.,
"68968","32-KJP","11320",Strouhalová,Dita,Mgr.,
"70580","32-KSVI","11320",Yaghobová,Anna,Mgr.,
"67236","32-KSVI","11320",Iser,Tomáš,Mgr.,Ph.D.
"68975","32-IUUK","11320",Penev,Irena,,Ph.D.
"71059","32-KTV","11320",Šafr,Milan,Mgr.,
"70426","32-KFNT","11320",Petrov,Oleg,,Dr.
"25006","32-KCHFO","11320",Patkóš,Vojtěch,Mgr.,Ph.D.
"69479","32-KTIML","11320",Ondráček,Lukáš,Mgr.,
"45589","32-UFAL","11320",Helcl,Jindřich,Mgr.,Ph.D.
"73760","32-KTV","11320",Šodek,Pavel,Mgr.,
"13270","32-KSVI","11320",Pešková,Klára,Mgr.,Ph.D.
"76957","32-IUUK","11320",Hons,Tomáš,Mgr.,
"12193","32-KAM","11320",Maxová,Jana,RNDr.,Ph.D.
"12317","32-KG","11320",Holota,Petr,,
"17677","32-KFPP","11320",Setvín,Martin,doc. Mgr.,Ph.D.
"11563","32-MUUK","11320",Hron,Jaroslav,RNDr.,Ph.D.
"75243","32-KSVI","11320",Šimůnek,Petr,Mgr.,
"30353","32-KSVI","11320",Novozámský,Adam,Ing.,Ph.D.
"74478","32-KSI","11320",Koupil,Pavel,Ing.,Ph.D.
"11180","32-KPMS","11320",Kupsa,Michal,Mgr.,
"20429","32-UTF","11320",Benda,Jakub,Mgr.,Ph.D.
"74634","32-UFAL","11320",Kasner,Zdeněk,Ing.,Ph.D.
"32039","32-KDSS","11320",Horký,Vojtěch,Mgr.,Ph.D.
"11877","32-KTV","11320",Paulík,Marek,PhDr.,
"11108","32-KAM","11320",Kynčl,Jan,doc. Mgr.,Ph.D.
"94223","32-KDSS","11320",Fuglík,Viktor,PhDr.,Ph.D.
"77216","32-KPMS","11320",Teller,Marek,,
"78657","32-KJP","11320",Krejčová,Ela,Mgr.,Ph.D.
"78660","32-KTV","11320",Horák,Tomáš,Mgr.,
"78699","32-KAM","11320",Tyomkyn,Mykhaylo,doc.,Ph.D.
"12345","32-KA","11320",Žemlička,Jan,doc. Mgr. et Mgr.,Ph.D.
"43541","32-UFAL","11320",Libovický,Jindřich,Mgr.,Ph.D.
"78571","32-UFAL","11320",Mayer,Jiří,Mgr.,
"78034","32-KA","11320",Zindulka,Mikuláš,Mgr.,
"55328","32-KMF","11320",Nikitin,Daniil,,Ph.D.
"12284","32-KFNT","11320",Lang,Jan,doc. RNDr.,Ph.D.
"11849","32-KDF","11320",Drozd,Zdeněk,doc. RNDr.,Ph.D.
"66262","32-KDSS","11320",Kliber,Filip,Mgr.,
"65641","32-KAM","11320",Konczycki,Kate,Mgr.,
"11077","32-KTV","11320",Teplý,Jiří,Mgr.,
"64406","32-KSVI","11320",Dingle,Adam,,M.Sc.
"37173","32-KAM","11320",Balko,Martin,doc. RNDr.,Ph.D.
"12471","32-KSI","11320",Kopecký,Michal,RNDr.,Ph.D.
"80381","32-IUUK","11320",Bhattacharya,Sudatta,,M.Sc.
"79287","32-KSVI","11320",Rózsa,Tibor,Ing.,
"20877","32-KNM","11320",Papež,Jan,RNDr.,Ph.D.
"42629","32-KAM","11320",Tiwary,Hans Raj,doc.,"M.Sc., Ph.D."
"11620","32-FUUK","11320",Baumruk,Vladimír,prof. RNDr.,DrSc.
"11795","32-FUUK","11320",Plášek,Jaromír,prof. RNDr.,CSc.
"12725","32-UFAL","11320",Zikánová,Šárka,PhDr.,Ph.D.
"10945","32-IUUK","11320",Hartman,David,doc. Ing. et Ing.,Ph.D. et Ph.D.
"80246","32-KSVI","11320",Guba,Peter,Mgr.,
"80389","32-KSVI","11320",Karella,Tomáš,Mgr.,
"17187","32-KDM","11320",Surynková,Petra,RNDr.,Ph.D.
"80265","32-KTIML","11320",Mestek,Jakub,Mgr.,
"68318","32-UFAL","11320",Kvapilíková,Ivana,Mgr.,Ph.D.
"62138","32-KNM","11320",Pozza,Stefano,,"Dr., Ph.D."
"83603","32-KDSS","11320",Abdullah,Milad Ashqi,,
"54720","32-KSVI","11320",Černý,Vojtěch,Mgr.,
"84568","32-KA","11320",Ježil,Ondřej,Mgr.,
"84593","32-KAM","11320",Kucheriya,Gaurav Sunil,,M.Sc.
"83709","32-KAM","11320",Grinerová,Klára,Bc.,
"68435","32-KPMS","11320",Mizera,Ivan,prof. RNDr.,CSc.
"83158","32-KSI","11320",Dokoupil,Patrik,RNDr.,
"82769","32-KAM","11320",Kalvoda,Jiří,Bc.,
"82771","32-KAM","11320",Káně,Vojtěch,Bc.,
"82348","32-IUUK","11320",Mikšaník,David,Mgr.,
"85645","32-KAM","11320",Gaďurek,Vojtěch,Bc.,
"85949","32-KA","11320",Narusevych,Mykyta,Mgr.,
"89594","32-KPMS","11320",Procházka,Vít,Ing.,Ph.D.
"11321","32-KDM","11320",Šarounová,Alena,PhDr.,CSc.
"89529","32-MUUK","11320",Blechta,Jan,Mgr.,Ph.D.
"88357","32-KJP","11320",Roupcová,Jana,Mgr.,MBA
"88580","32-KDSS","11320",Klepl,Jiří,Mgr.,
"88106","32-KSVI","11320",Knotek,Jaroslav,Mgr.,
"90906","32-KAM","11320",Glišić,Jelena,Mgr.,
"92597","32-IUUK","11320",Tkadlec,Josef,Bc.,Ph.D.
"92814","32-MUUK","11320",Kotrbatý,Jan,Dr. rer. nat. Ing.,
"93278","32-KSVI","11320",Šosvald,David,Mgr.,
"90389","32-KAM","11320",Dohnalová,Barbora,Bc.,
"93290","32-IUUK","11320",Sabater Rojas,Lluís,,
"10752","32-KAM","11320",Černý,Martin,RNDr.,
"93063","32-KAM","11320",Antić,Todor,Mgr.,
"93912","32-KAM","11320",Kotecký,Cyril,Bc.,
"92164","32-UFAL","11320",Balloccu,Simone,,Ph.D.
"97188","32-KNM","11320",Hammerbauer,Tomáš,Mgr.,
"94340","32-IUUK","11320",Zamani,Hadi,,M.Sc.
"96761","32-KAM","11320",Chudý,Vladimír,Bc.,
"96762","32-KAM","11320",Lepič,Václav,Bc.,
"94346","32-KTIML","11320",Edelkamp,Stefan,,Dr. rer. nat.
"11309","32-KTIML","11320",Neruda,Roman,Mgr.,CSc.
"96680","32-KAM","11320",Kastl,Filip,Bc.,
"96681","32-KAM","11320",Martinek,Petr,Bc.,
"98090","32-KSVI","11320",Bouali,Kassem Anis,,M.Sc.
"98099","32-KAM","11320",Haluška,Radovan,Mgr.,
"97996","32-KDSS","11320",Koucký,Jakub,Bc.,
"98059","32-KDSS","11320",Brabec,Matyáš,Mgr.,
"55445","32-KNM","11320",Henclová,Kateřina,RNDr.,
"99472","32-KAM","11320",Oschmann,Florian,,Ph.D.
"13232","32-UFAL","11320",Týnovský,Miroslav,Mgr.,
"99426","32-KAM","11320",Turek,Tomáš,Bc.,
"11078","32-KFNT","11320",Chlan,Vojtěch,doc. RNDr.,Ph.D.
"11852","32-KNM","11320",Dolejší,Vít,prof. RNDr.,"Ph.D., DSc."
"16918","32-KAM","11320",Klimošová,Tereza,Mgr.,Ph.D.
"11278","32-SISAL","11320",Yaghob,Jakub,RNDr.,Ph.D.
"12426","32-KAM","11320",Loebl,Martin,prof. RNDr.,CSc.
"64280","32-KJP","11320",Steidlová,Lucie,Mgr.,Ph.D.
"13104","32-UCJF","11320",Kolesár,Marián,Mgr.,Ph.D.
"13056","32-KNM","11320",Tůma,Miroslav,prof. Ing.,CSc.
"10963","32-KDSS","11320",Kruliš,Martin,doc. RNDr.,Ph.D.
"81948","32-KSVI","11320",Tódová,Lucia,Mgr.,
"44325","32-KSI","11320",Škoda,Petr,Mgr.,Ph.D.
"82351","32-KAM","11320",Lorenc,Matyáš,Mgr.,
"12705","32-KTIML","11320",Čepek,Ondřej,prof. RNDr.,Ph.D.
"82457","32-KAM","11320",Vokálová,Kateřina,Bc.,
"11159","32-AUUK","11320",Wünsch,Richard,Mgr.,Ph.D.
"79289","32-KAM","11320",Havelka,Jonáš,Bc. et Bc.,
